"","DISTRICT COURT OF MARYLAND - LANDLORD/ TENANT CASE ACTIVITY REPORTJanuary 2020",,,,,,,,,,,,
"",District,County,Failure to Pay Rent Cases,"Tenant HoldingOver",Breach of Lease,Levy in Distress,"WrongfulDetainer","Grantor inPossession","Warrant ofRestitution*",Evictions*,Rent Escrow,,
"",,,Filed,"DefendantAppeared",Dismissed,,,,,,,,
"",,,,,,,,,,,,,
"",1-0,Baltimore City,"13,473",616,"3,847",64,35,0,77,0,"5,832",702,85
"",,,,,,,,,,,,,
"",2-1,Dorchester,232,21,16,0,1,0,0,0,75,18,0
"",2-2,Somerset,307,30,130,0,0,0,0,0,64,9,0
"",2-3,Wicomico,"1,016",52,306,2,0,0,3,0,293,45,3
"",2-4,Snow Hill,129,8,49,0,0,0,1,0,30,3,0
"",2-5,Ocean City,0,18,3,0,0,0,1,0,3,2,0
"",,,,,,,,,,,,,
"",,Total District 2,"1,684",129,504,2,1,0,5,0,465,77,3
"",,,,,,,,,,,,,
"",3-2,Cecil,502,10,131,2,1,0,6,0,165,15,3
"",3-3,Kent,21,4,8,2,0,0,1,0,3,4,0
"",3-4,Queen Anne's,27,2,13,1,1,0,1,0,13,4,0
"",3-5,Talbot,52,8,27,0,1,0,1,0,7,1,0
"",3-6,Caroline,66,7,30,2,0,0,2,0,27,1,0
"",,,,,,,,,,,,,
"",,Total District 3,668,31,209,7,3,0,11,0,215,25,3
"",,,,,,,,,,,,,
"",4-1,Calvert,105,4,33,2,0,0,0,0,30,11,0
"",4-2,Charles,993,45,389,4,2,0,3,0,377,43,3
"",4-3,St. Mary's,467,14,167,5,3,0,1,0,98,11,2
"",,,,,,,,,,,,,
"",,Total District 4,"1,565",63,589,11,5,0,4,0,505,65,5
"",,,,,,,,,,,,,
"",5-0,Prince George's,"14,145",373,467,55,20,0,40,0,"2,483",452,35
"",,,,,,,,,,,,,
"",6-0,Montgomery,"3,989",272,345,39,10,0,13,1,"1,017",71,5
"",,,,,,,,,,,,,
"",7-0,Anne Arundel,"4,223",64,678,15,11,0,17,0,"1,549",118,3
"",,,,,,,,,,,,,
"",8-0,Baltimore County,"18,187",152,"6,454",18,18,0,7,0,"12,921",591,22
"",,,,,,,,,,,,,
"",9-0,Harford,"1,490",56,513,6,2,0,15,0,676,57,5
"",,,,,,,,,,,,,
"",10-1,Howard,"1,921",70,"1,588",1,6,1,6,0,621,56,0
"",10-2,Carroll,228,22,65,4,2,0,3,0,130,8,1
"",,,,,,,,,,,,,
"",,Total District 10,"2,149",92,"1,653",5,8,1,9,0,751,64,1
"",,,,,,,,,,,,,
"",11-1,Frederick,753,51,376,5,2,0,2,0,216,11,1
"",11-2,Washington,"1,097",99,311,6,10,0,4,0,327,75,2
"",,,,,,,,,,,,,
"",,Total District 11,"1,850",150,687,11,12,0,6,0,543,86,3
"",,,,,,,,,,,,,
"",12-1,Allegany,98,36,8,3,2,0,1,0,29,22,0
"",12-2,Garrett,12,4,7,0,0,0,1,0,4,2,0
"",,,,,,,,,,,,,
"",,Total District 12,110,40,15,3,2,0,2,0,33,24,0
"",,,,,,,,,,,,,
"","DISTRICT COURT OF MARYLAND - LANDLORD/ TENANT CASE ACTIVITY REPORTFebruary 2020",,,,,,,,,,,,
"",District,County,Failure to Pay Rent Cases,"Tenant HoldingOver",Breach of Lease,Levy in Distress,"WrongfulDetainer","Grantor inPossession","Warrant ofRestitution*",Evictions*,Rent Escrow,,
"",,,Filed,"DefendantAppeared",Dismissed,,,,,,,,
"",,,,,,,,,,,,,
"",1-0,Baltimore City,"11,191",558,"3,335",55,43,0,68,0,"5,338",739,53
"",,,,,,,,,,,,,
"",2-1,Dorchester,151,17,58,1,1,0,0,0,70,7,1
"",2-2,Somerset,217,10,82,1,1,0,0,0,27,10,1
"",2-3,Wicomico,970,37,243,1,0,0,3,0,228,35,1
"",2-4,Snow Hill,68,11,18,0,0,0,1,0,29,6,0
"",2-5,Ocean City,0,10,4,0,0,0,0,0,3,1,0
"",,,,,,,,,,,,,
"",,Total District 2,"1,406",85,405,3,2,0,4,0,357,59,3
"",,,,,,,,,,,,,
"",3-2,Cecil,456,27,195,3,3,0,6,0,103,15,0
"",3-3,Kent,20,1,1,1,0,0,0,0,6,3,0
"",3-4,Queen Anne's,32,4,5,0,2,0,2,0,2,1,0
"",3-5,Talbot,37,4,10,0,1,0,0,0,14,1,0
"",3-6,Caroline,50,6,28,2,1,0,0,0,8,6,0
"",,,,,,,,,,,,,
"",,Total District 3,595,42,239,6,7,0,8,0,133,26,0
"",,,,,,,,,,,,,
"",4-1,Calvert,64,14,16,1,0,0,0,0,43,0,0
"",4-2,Charles,937,57,338,12,3,0,3,0,218,17,3
"",4-3,St. Mary's,354,12,203,2,3,0,0,0,56,10,0
"",,,,,,,,,,,,,
"",,Total District 4,"1,355",83,557,15,6,0,3,0,317,27,3
"",,,,,,,,,,,,,
"",5-0,Prince George's,"12,546",314,204,40,25,0,46,0,"2,410",257,27
"",,,,,,,,,,,,,
"",6-0,Montgomery,"4,279",296,424,24,14,0,13,0,782,58,6
"",,,,,,,,,,,,,
"",7-0,Anne Arundel,"3,642",46,309,13,14,0,17,0,"1,206",92,1
"",,,,,,,,,,,,,
"",8-0,Baltimore County,"15,431",121,"4,666",18,22,0,0,0,"3,052",455,19
"",,,,,,,,,,,,,
"",9-0,Harford,"1,400",47,528,7,4,0,8,0,369,47,4
"",,,,,,,,,,,,,
"",10-1,Howard,"2,105",52,995,3,3,0,13,0,484,33,1
"",10-2,Carroll,186,22,70,0,1,0,4,0,76,9,1
"",,,,,,,,,,,,,
"",,Total District 10,"2,291",74,"1,065",3,4,0,17,0,560,42,2
"",,,,,,,,,,,,,
"",11-1,Frederick,695,22,350,5,0,0,4,0,188,0,0
"",11-2,Washington,704,70,476,10,11,0,4,0,269,71,3
"",,,,,,,,,,,,,
"",,Total District 11,"1,399",92,826,15,11,0,8,0,457,71,3
"",,,,,,,,,,,,,
"",12-1,Allegany,2,19,10,2,0,0,6,0,18,10,0
"",12-2,Garrett,8,8,5,0,0,0,0,0,3,0,0
"",,,,,,,,,,,,,
"",,Total District 12,10,27,15,2,0,0,6,0,21,10,0
"",,,,,,,,,,,,,
"","DISTRICT COURT OF MARYLAND - LANDLORD/ TENANT CASE ACTIVITY REPORTMarch 2020",,,,,,,,,,,,
"",District,County,Failure to Pay Rent Cases,"Tenant HoldingOver",Breach of Lease,Levy in Distress,"WrongfulDetainer","Grantor inPossession","Warrant ofRestitution*",Evictions*,Rent Escrow,,
"",,,Filed,"DefendantAppeared",Dismissed,,,,,,,,
"",,,,,,,,,,,,,
"",1-0,Baltimore City,"8,047",218,"1,639",39,30,0,48,0,"3,508",340,33
"",,,,,,,,,,,,,
"",2-1,Dorchester,63,2,6,2,0,0,1,0,32,10,2
"",2-2,Somerset,104,4,116,2,0,0,1,0,55,1,0
"",2-3,Wicomico,667,17,89,2,3,0,2,0,167,25,1
"",2-4,Snow Hill,29,1,9,1,0,0,0,0,10,5,0
"",2-5,Ocean City,0,2,3,0,0,0,0,0,2,0,0
"",,,,,,,,,,,,,
"",,Total District 2,863,26,223,7,3,0,4,0,266,41,3
"",,,,,,,,,,,,,
"",3-2,Cecil,294,10,77,2,1,0,1,0,1,6,0
"",3-3,Kent,13,0,0,0,0,0,0,0,0,0,0
"",3-4,Queen Anne's,15,4,5,0,0,0,0,0,5,0,0
"",3-5,Talbot,13,3,8,0,0,0,0,0,2,0,0
"",3-6,Caroline,13,3,8,1,0,1,0,0,4,2,1
"",,,,,,,,,,,,,
"",,Total District 3,348,20,98,3,1,1,1,0,12,8,1
"",,,,,,,,,,,,,
"",4-1,Calvert,64,14,9,0,0,0,0,0,43,0,0
"",4-2,Charles,631,12,209,6,0,0,2,1,297,6,1
"",4-3,St. Mary's,316,4,28,2,2,0,2,0,38,6,0
"",,,,,,,,,,,,,
"",,Total District 4,"1,011",30,246,8,2,0,4,1,378,12,1
"",,,,,,,,,,,,,
"",5-0,Prince George's,"2,152",120,113,41,6,0,28,0,805,130,11
"",,,,,,,,,,,,,
"",6-0,Montgomery,"2,525",136,32,16,10,0,10,0,477,38,5
"",,,,,,,,,,,,,
"",7-0,Anne Arundel,"2,677",10,87,10,19,0,9,0,469,12,3
"",,,,,,,,,,,,,
"",8-0,Baltimore County,"12,199",45,464,12,21,0,1,0,"5,536",120,6
"",,,,,,,,,,,,,
"",9-0,Harford,"1,010",16,28,3,7,0,1,0,335,22,2
"",,,,,,,,,,,,,
"",10-1,Howard,"1,646",7,434,3,2,0,0,0,225,12,1
"",10-2,Carroll,151,11,17,3,0,0,1,0,24,0,1
"",,,,,,,,,,,,,
"",,Total District 10,"1,797",18,451,6,2,0,1,0,249,12,2
"",,,,,,,,,,,,,
"",11-1,Frederick,492,11,58,3,2,0,0,0,116,5,0
"",11-2,Washington,437,33,165,5,9,0,1,0,123,23,0
